Station1,Station2,Station3,Station4,Station5,Station6,Station7,Station8,Station9,Station10,Station11,Station12
0.162538699,0.190289209,0.787208335,1.129842179,1.005248054,0.928792568,0.826851921,2.254020989,5.425507809,12.11961034,14.72192855,14.27735406
0.230499131,0.167635732,0.838178659,1.427169069,0.928792568,0.908970776,0.74756475,5.547270249,8.732915491,21.7445065,21.95121948,18.81937625
0.119213924,0.094295099,0.872158875,1.396020537,0.75322812,0.824020236,0.645624102,1.027901532,3.148833342,13.69969039,14.93713658,12.33765006
27.17567768,23.99003244,1.670693949,2.12659518,1.860416822,0.982594577,1.112852071,2.016159478,5.793626814,42.41863621,41.2010118,30.58219433
4.83085403,9.559767412,2.786377705,3.024239217,2.656120211,0.611643887,0.730574642,4.658121266,10.89915426,41.34259604,43.55131007,40.60635802
4.966774894,6.779053076,4.941289732,4.720418328,5.295250314,0.518198293,6.824360031,11.76281808,17.12036545,84.44083656,90.95371128,79.85350741
9.556935728,9.667371429,3.315902737,4.063467487,17.29876159,33.86694853,5.28675526,45.95824203,70.39568065,97.18341753,91.60499875,84.27093548
4.355131007,7.70501396,3.460318655,4.423091439,3.474477078,1.262931358,12.00917464,12.08279844,12.09695687,23.13486367,23.34157665,12.7369176
0.008693272,0.016168919,7.66253869,6.900815516,4.58166578,0.348297213,21.78981346,20.29468396,17.06656345,20.2323869,22.7412595,11.33806538
5.66E-05,0.0001,4.822358976,5.065883857,4.516537033,0.504039869,15.52895868,14.93996827,15.16083967,22.29668501,16.91648416,9.811787347
6.413765755,2.242694251,1.299743259,1.480971077,1.560258248,1.37336706,2.406931961,3.338556214,4.893151092,23.12070525,21.13852599,16.53420673
9.695688276,16.54836515,1.271426412,2.021822847,4.777052021,1.83493166,9.316242531,33.15902737,58.332704,331.3071052,345.748697,357.3586041
1.78679302,4.244695305,3.233783882,3.921883254,3.862417876,2.20588235,11.46549119,31.77150189,63.57132062,202.3805027,188.7034657,170.8355355
1.591406779,3.57924941,1.815109867,2.826021291,7.906063571,11.12852071,4.137091288,51.62161135,87.35747176,404.081401,415.1249712,416.5408135
6.586498519,30.46892694,18.28701953,39.89843686,82.85509315,122.7818469,65.01547979,141.1028466,145.9450274,307.8041225,300.7249109,273.3991539
19.81046588,48.64834246,50.99864073,86.13984736,117.5998639,154.6666161,249.4431017,417.6734874,476.8556967,888.5826463,895.9450264,878.67175
4.054972433,7.002756164,7.311409792,13.59774974,22.82621004,47.85547075,39.21883254,82.09053829,85.29034196,291.3803515,341.7843385,328.758589
3.992675371,8.20339046,7.755984284,10.58766894,12.72559086,22.74409119,28.62833191,62.18379513,67.64894653,219.7104128,225.6286337,198.9824811
3.726497013,3.709506905,3.873744615,3.681190058,3.825605976,3.284754206,9.865589355,12.96628406,16.52004831,159.5654306,175.73435,179.0191042
0.114966397,4.159744766,5.111190811,6.501547979,4.462735024,1.645208787,28.3168466,33.83863169,29.22298569,72.12300829,66.14815366,56.49210897
0.70508948,0.985426262,7.025409641,9.922223049,7.923053679,1.211961034,25.06040924,33.13071052,46.46794527,46.41131158,36.41546473,39.33209993
1.28841652,9.471985188,2.146416972,2.389941853,2.984595632,1.203465981,6.733746121,11.11719398,22.52888315,247.4609224,274.4751941,317.7150189
0.084667371,4.743071806,1.027901532,1.175149134,0.781544966,0.812693497,8.673450114,12.44525408,24.62716149,89.02816571,119.5820432,137.9596766
4.16823982,4.714754959,0.773049912,0.9599411,1.183644188,0.356792267,11.26160989,32.30952197,58.64418931,167.0410781,155.6010721,150.9571092
1.285584836,1.769802913,1.237446196,1.197802611,1.611228572,0.724911273,8.568677781,81.43925082,168.8533563,502.0576902,501.7745218,506.3052172
0.322812051,0.487049762,3.318734422,4.239031936,4.230536882,0.767386543,8.795212554,27.42769762,39.64358524,147.2759192,168.343653,177.1785092
0.317148682,0.727742958,5.235784936,6.980102687,6.11927055,1.560258248,12.31499659,50.68715541,71.6416219,178.9624705,176.470588,170.6939513
0.597485463,1.520614662,3.567922672,10.19406478,22.30518007,30.92199649,5.575587096,27.83546021,38.59586192,88.34856139,81.55251821,86.81945168
8.492222295,21.62557575,4.592992519,6.835686769,10.87083741,27.28045001,39.44536731,67.8754813,86.28143159,186.8628707,211.1587251,210.4791208
2.361625006,13.96586874,5.065883857,6.691270852,9.845767563,24.57335948,26.83870721,28.60001507,32.73427467,48.25190661,41.39922973,47.94042129
6.611983681,15.93388958,3.162991765,2.902476777,3.233783882,1.897228722,10.62448084,14.93713658,23.46900246,51.42339343,45.33527141,43.15487422
17.95004906,29.166352,15.5063052,19.66888165,17.85660347,14.62565127,26.88118248,24.51955747,29.39288677,178.5377178,171.5717735,160.7264213
2.690100427,7.45582571,10.281847,10.68677791,10.1714113,2.483387447,34.40496862,30.63882802,34.97130555,101.2893603,116.1557048,140.1400738
0.444574492,1.83493166,8.492222295,9.743826915,9.341727693,4.035150641,16.78622666,16.3189987,20.46458504,42.67348783,55.24616772,63.28815215
3.961526839,4.893151092,6.682775798,8.041984434,13.3089179,10.1345994,22.09280372,23.56244806,30.69546171,147.1060181,203.1733744,222.9102164
3.921883254,8.475232187,4.49671524,5.204636405,5.363210746,2.446575546,25.23597369,33.52714637,37.09506905,442.5923124,558.6913834,552.4616772
3.069546171,4.762893598,5.085705649,6.478894502,7.991014111,5.32923053,17.8141282,63.08993422,93.10579162,495.5448155,521.5963144,496.3943209
1.70750585,2.523031032,3.788794075,4.499546925,4.53919051,2.729744012,5.850260508,37.9162576,53.60379061,267.0844971,305.8219433,306.6714487
0.974099523,1.727327643,4.864834246,5.935211047,5.669032689,9.171826614,11.85626367,32.0263535,90.33074065,518.1982928,487.8992669,439.4774592
0.974099523,1.478139393,4.646794527,6.224042883,5.980518002,9.857094301,5.841765454,44.57071655,63.54300377,423.0536882,470.342822,477.1388652
0.487049762,0.673940949,4.383447854,5.349052323,4.771388652,3.290417575,8.939628472,12.94646227,16.29068185,121.1677866,129.4929395,136.0058142
0.424752699,0.773049912,5.142339343,6.498716295,4.29000226,1.769802913,11.68636259,16.33032543,16.93913764,53.80200854,53.32062215,59.35211047
20.1757532,37.4915049,5.261270098,7.897568517,7.155667136,5.012081848,11.907234,19.14501999,24.49690399,81.41093398,74.84142556,73.02914738
2.474892393,7.560598042,9.016083957,9.372876225,8.234538991,2.018991163,13.55527447,12.56418484,12.53303631,36.98180166,34.68813709,43.94774592
0.024125953,0.067677263,6.184399297,6.238201306,6.139092343,1.659367211,8.480895557,8.234538991,8.911311625,19.18749526,18.2190591,17.84244504
1.857585137,2.942120362,3.222457143,3.562259302,5.111190811,4.576002411,5.08004228,7.07921165,9.471985188,52.89586945,54.19844439,79.34380417
0.113550555,0.127992147,3.893566408,3.239447251,3.347051268,4.525032087,4.07762591,8.121271605,30.89367964,188.5335647,176.0458353,185.0505925
0.201899116,0.141584233,4.403269646,5.102695757,5.773805022,4.462735024,10.32998564,18.65513854,21.31409044,78.35271454,85.09212403,122.6119458
0.102223816,0.041625765,3.247942305,3.33006116,3.916219885,1.798119759,5.337725584,6.314656792,8.364796486,35.7924941,36.61368265,52.61270098
0.267027863,0.135071358,2.186060558,2.282337836,2.9534471,0.925960884,3.525447402,17.07789018,21.2291399,104.1210449,105.5085704,130.9087818
0.676772634,1.427169069,1.62255531,3.74915049,6.940459102,9.99584685,4.256022044,39.72853578,60.71131911,311.2021441,321.3962089,362.172468
8.240202361,9.171826614,2.268179413,3.83410103,6.651627266,10.00151022,6.821528346,54.84973186,73.51053377,214.131994,209.2898132,226.2232875
6.889488778,10.78305519,5.739824806,6.861171931,6.283508261,7.634221843,15.62806764,56.46379212,78.21113031,183.3515817,165.1438494,174.0070224
0.976931208,3.49996224,4.975269948,5.731329752,7.223627568,10.95295626,19.83595104,87.52737284,126.6612548,623.2537937,654.4023249,690.931057
14.80687909,23.50298268,3.092199649,5.094200703,19.16201009,54.48161286,78.77746724,136.3172995,243.4965639,797.4024003,751.8122772,765.1211951
41.11606126,51.59329451,9.908064625,12.50188777,21.84078378,26.04300382,51.11190811,56.18062365,102.4786678,535.4715692,622.4042883,674.507286
14.60866116,62.26874567,26.65181602,32.98912629,26.90949932,23.27361622,38.05784183,45.10873663,58.95567462,140.1400738,138.809182,165.6818695
2.650456842,10.99826322,10.5395303,10.35830249,9.355886117,7.186815667,64.42082602,49.83765002,61.90062667,124.9905609,138.639281,170.4674165
12.69727402,19.39987161,6.405270701,6.566676727,5.62089405,4.315487422,11.73450123,29.90259001,49.04477831,111.7099598,100.8929244,132.1264062
46.41131158,115.0230309,85.60182727,109.3313447,95.14460458,94.21014864,76.17231735,208.1005057,321.9625458,743.6003917,743.6003917,720.097409
12.87567015,23.40104203,19.79064409,22.02484329,23.78331946,29.78932262,122.0456088,204.1361471,245.5920106,760.0241627,795.420221,816.091519
7.365211801,14.35664123,14.35664123,17.13452388,16.68145433,21.98803138,29.78932262,72.77429576,86.73450114,346.0318655,339.2358223,330.4575998
6.95744921,11.70901607,14.05931434,19.12802988,15.39303781,20.90915953,63.42973638,113.2673864,156.0824585,532.3567161,562.089405,555.0101934
5.394359277,10.4489164,12.78222456,18.85901984,18.24454426,28.68496561,56.35052473,121.0545192,160.3299854,605.9805172,641.093407,635.1468692
2.590991464,5.858755562,10.80004529,14.26319563,12.03182812,13.56376952,15.86592915,34.34833493,47.0909159,157.4133502,182.5870269,175.2246468
1.854753452,4.969606578,7.639885213,8.209053829,8.132598344,4.431586493,3.718001959,10.34980743,15.67903796,65.01547979,77.8430113,81.55251821
4.340972584,10.08362907,8.381786594,7.908895255,5.660537635,2.644793472,16.32749375,20.90915953,27.51264816,64.1659744,71.27350289,57.45488175
2.525862717,3.420675069,5.725666383,4.8733293,3.400853277,1.820773236,6.232537937,9.024579011,11.21630294,32.62100728,39.44536731,31.00694703
67.53567914,193.9137655,119.6953106,129.8044248,113.0974853,89.16974994,59.1255757,58.78577354,109.2463942,219.5688285,210.1393186,173.695537
4.196556666,19.54995089,20.90915953,28.19225247,24.23922069,22.66480402,31.71486819,33.21566106,38.87903038,72.80261261,86.42301582,85.23370827
3.82843766,7.999509165,9.840104194,11.77414482,9.118024605,5.564260357,17.28177148,19.07422787,20.62315938,38.73744615,41.08774442,41.34259604
1.503624554,3.842596084,6.334478584,5.753983229,5.128180919,3.650041527,12.32915501,13.82711619,16.91648416,32.56437359,36.18892995,34.20675069
1.211961034,2.987427316,4.556180618,4.717586644,5.320735476,2.885486669,16.68994939,15.66487954,21.04791208,34.68813709,37.20833643,38.99229777
1.047723324,2.406931961,2.70425885,3.599071203,2.639130103,2.194555612,7.753152599,10.96994637,16.70693949,31.48833342,31.54496711,33.21566106
0.968436154,1.880238614,2.186060558,4.335309214,3.049724379,2.440912177,8.492222295,9.565430781,14.37646302,42.70180467,40.46477379,40.74794226
1.486634447,3.106358072,4.717586644,5.507626664,6.8300234,17.02691986,3.899229777,7.288756315,18.07747487,34.48991916,31.82813558,33.3006116
2.024654532,4.196556666,5.99750811,7.390696963,7.379370224,5.08004228,7.186815667,6.167409189,13.00026427,59.38042732,61.56082451,69.74439318
17.55927658,32.8758589,16.15476099,19.25545569,21.91440758,24.76874572,6.470399448,8.115608236,27.6712225,98.54262617,94.35173287,104.3192629
1.444159177,2.721248958,6.294834999,5.782300076,7.246281045,2.593823149,10.71792644,9.964698319,11.02658007,30.46892694,30.21407532,41.2010118
0.487049762,0.472891338,9.324737585,9.763648708,7.744657545,3.650041527,17.14585062,16.57101863,18.12561351,29.84595632,32.19625458,58.58755562
0.100524805,0.027523975,6.527033141,7.707845645,5.618062365,1.951030731,13.90357168,12.92380879,14.23487879,17.47432604,20.00585212,23.21131916
4.145586342,6.178735928,2.347466583,2.777882651,2.525862717,1.679189003,8.444083656,6.759231283,8.792380869,17.55361321,17.99535601,20.50989199
38.3410103,35.96239518,1.962357469,1.908555461,1.523446347,0.656950841,6.439250917,7.056558173,9.265272208,141.6408667,153.6472097,219.7670465
6.371290485,10.33564901,4.264517098,5.252775044,4.669448004,1.795288074,5.459488024,4.938458047,5.782300076,26.59518233,32.9324926,51.42339343
3.182813558,3.528279086,2.480555762,2.616476626,3.20829872,0.707921165,3.771803967,4.938458047,7.433172233,37.40655436,24.04949782,26.58385559
3.168655135,3.08087291,2.160575396,2.330476475,3.035565956,1.350713583,2.200218981,5.439666232,56.43547527,530.9408738,583.6102084,587.8577354
2.404100276,2.429585438,2.123763495,2.607981572,2.16340708,1.121347125,2.845843083,3.859586192,5.572755411,64.5340934,80.64637912,98.62757671
5.654874266,7.659707005,14.88050289,26.858529,37.51982175,32.36615566,13.26361095,65.97825258,96.36222898,441.4596385,457.8834095,430.9824053
7.639885213,9.279430631,19.38004981,28.09880688,71.86815667,100.1566864,107.7172845,188.6185152,237.6349767,549.346824,609.3785388,613.3428974
17.08638524,71.47172082,55.01963294,67.93211499,95.54104043,112.8709505,133.2024464,243.6381481,402.6655587,809.5786443,843.8420287,759.7409943
20.99411007,146.6246317,174.5450424,222.8535827,309.7863018,363.5883103,346.8813709,548.2141502,625.2359729,1105.206523,1218.473909,1191.856073
7.835271454,72.97251369,109.5578795,145.7751263,224.1278408,279.8270781,550.4794979,750.3964349,837.6123224,1646.058293,1727.610811,1697.028617
18.81371288,84.97885665,52.35784936,64.05270701,70.14082903,68.75330354,94.52163395,118.6475873,140.3099749,592.3884309,662.0478735,686.6835301
4.794042129,16.9278109,13.954542,17.84244504,22.5572,22.91116058,97.8913387,138.3561125,150.5323565,455.0517249,473.1745067,451.0873663
1.769802913,4.895982777,1.28841652,1.880238614,2.4550706,1.478139393,24.550706,32.47942305,40.88952649,229.3098238,249.9528049,265.0456842
1.149663972,2.794872759,1.463980969,1.783961336,2.211545719,1.446990861,11.37770896,11.71467944,15.11270103,58.47428823,112.8709505,135.4111604
1.883070299,4.071962541,1.710337535,1.633882049,2.245525935,2.038812955,8.698935276,11.90157063,17.66688059,65.86498519,94.74816872,103.186589
1.291248205,3.126179865,1.565921617,1.53760477,2.016159478,1.554594878,9.573925835,11.11719398,14.18674015,38.3410103,64.70399448,97.97628924
1.29407989,2.823189606,1.758476174,1.546099824,2.002001055,1.478139393,9.355886117,10.96145132,15.24295852,93.33232639,123.2349164,139.6870043
1.192139242,13.46749224,15.90274105,29.27961938,49.69606578,45.8166578,12.37729365,30.3839764,50.14913533,138.3277956,162.7652343,174.0636561
3.896398092,13.72517555,14.1952352,22.39862566,45.84497465,51.48002712,55.3594351,80.36321065,91.68994929,104.489164,112.6727326,117.9396661
3.689685112,12.02616475,11.75715471,15.4326814,17.11470209,17.82545493,56.80359428,91.26519659,123.1499659,272.4080643,276.5423239,288.8318353
4.493883555,13.4561655,8.220380568,8.984935426,9.208638514,7.033904695,28.43011399,27.81280673,29.534471,53.94359277,60.90953704,65.49686619
1.129842179,1.183644188,6.102280442,6.521369772,6.190062667,2.66744695,8.466737133,7.679528798,9.32756927,25.4002114,22.02767497,19.26395074
2.04164464,2.285169521,4.281507206,4.779883706,7.642716897,2.854338137,16.80038509,17.80280146,26.97179639,58.98399147,55.67092042,53.43388953
9.752321969,16.21422636,3.698180166,3.508457294,4.128596234,2.302159629,8.61681642,8.568677781,10.80854035,33.15902737,39.21883254,47.54398544
10.20539151,11.07471871,7.436003917,8.639469898,8.07596465,2.293664575,9.270935577,9.874084409,10.90764931,22.84036847,21.09605072,18.68628707
3.726497013,4.833685715,4.222041828,4.876160985,5.994676425,1.982179262,7.268934522,7.186815667,8.832024455,27.93456917,36.24556365,40.74794226
1.724495958,2.355961637,1.631050364,1.523446347,1.769802913,0.812693497,8.095786443,8.268519207,9.514460458,19.75949556,19.26395074,22.75258624
1.112852071,1.741486066,1.676357319,1.605565202,1.614060256,0.730574642,4.972438263,3.953031785,5.417012755,14.96545343,13.64022501,15.3590576
0.863663821,1.418674015,3.488635501,3.984180317,3.723665328,0.656950841,1.520614662,1.9566941,4.032318956,13.96586874,13.03141281,14.46990861
0.62580231,1.172317449,3.233783882,2.803367813,3.780299021,1.093030279,6.323151846,15.33640412,21.50098162,31.62991765,28.28286638,31.12021441
0.835346975,0.860832137,3.62172468,3.222457143,3.715170274,2.446575546,3.984180317,15.55727552,28.22906438,109.472929,141.3010645,175.366231
1.370535375,4.131427919,3.429170123,3.174318504,4.301328999,3.582081095,2.602318203,11.84210525,23.81729968,168.7684057,178.9907874,204.1078303
4.45990334,10.66129274,3.225288828,3.222457143,3.437665177,2.641961788,4.33247753,4.448576601,3.423506754,18.25870269,12.98044248,6.583666835
4.683606428,7.736162491,4.607150942,4.587329149,5.821943661,1.656535526,23.54545795,17.88208863,16.20573131,33.89526538,31.12021441,15.16367135
2.528694401,5.24427999,6.733746121,6.861171931,9.276598946,4.986596686,12.79638298,6.419429124,6.691270852,24.32700291,24.54221095,11.97802611
1.512119608,3.131843234,3.131843234,3.471645393,8.806539293,2.072793171,9.429509918,14.48689872,25.24730043,82.65687523,83.22321216,73.42558323
0.957109415,2.24835762,2.579664725,4.165408135,28.18658911,28.37348029,14.23771047,157.8381029,270.057766,476.5725283,408.328928,379.4457444
0.563505247,0.71075285,2.964773839,3.567922672,7.127350289,10.36962922,27.35124213,71.30181974,106.5846106,410.5942757,469.4933166,481.1032237
0.594653779,0.682436003,1.554594878,1.806614813,2.647625157,3.035565956,42.41863621,52.95250314,74.84142556,229.8478439,264.4227136,283.4516345
